CatalogNumber,date,svl,tail,notes,ZSWAB,logZE,BdStatus,InstitutionCode,YearCollected,decade,MonthCollected,DayCollected,County,Locality,Latitude,Longitude
197753,2/13/15,2.53,1.59,"KC missing leg and arm, skin sloughing off ",0,0,0,MVZ,1980,1980,12,4,Mendocino County,"Philo Methodist Church, Philo",39.065654,-123.4395451
197752,2/18/15,5.34,3.61,"KC, back right leg stump",0,0,0,MVZ,1980,1980,12,4,Mendocino County,"Philo Methodist Church, Philo",39.065654,-123.4395451
180461,3/18/15,1.8,1.26,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
180506,3/18/15,4.56,4.14,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
180508,3/18/15,5.84,5.22,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
180463,3/18/15,6.78,6.19,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
180464,3/11/15,7.05,6.01,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
180468,3/18/15,7.31,6.01,ZS,0,0,0,MVZ,1981,1980,1,4,Alameda County,"2637 Durant, near College Ave., Berkeley",37.8684387,-122.2546465
178615,2/18/15,4,3.5,MC,0,0,0,MVZ,1981,1980,1,24,Mendocino County,0.6 mi SE Yorkville on Rte. 128,38.892999,-123.2074466
178616,2/18/15,4.69,3.25,KC,0,0,0,MVZ,1981,1980,1,24,Mendocino County,0.6 mi SE Yorkville on Rte. 128,38.892999,-123.2074466
178614,2/18/15,4.73,0.61,"KC, tail growing",0,0,0,MVZ,1981,1980,1,24,Mendocino County,"McGuire Hill, 14 mi E Hwy. 1 on Hwy. 10",39.3579414,-123.6246019
178613,2/18/15,5.34,4.88,MC,0,0,0,MVZ,1981,1980,1,24,Mendocino County,"McGuire Hill, 14 mi E Hwy. 1 on Hwy. 10",39.3579414,-123.6246019
178617,2/13/15,7.62,5.91,KC,0,0,0,MVZ,1981,1980,1,24,Mendocino County,0.6 mi SE Yorkville on Rte. 128,38.892999,-123.2074466
178612,2/13/15,7.79,6.44,KC,0,0,0,MVZ,1981,1980,1,24,Mendocino County,"McGuire Hill, 14 mi E Hwy. 1 on Hwy. 10",39.3579414,-123.6246019
193005,2/13/15,N/A,5.91,KC missing head and entire dorsal discolored (looks 'bleached'),0,0,0,MVZ,1981,1980,1,24,Mendocino County,McGuire Hill,39.3554915,-123.6215006
178599,4/1/15,2.76,1.97,ZS,0,0,0,MVZ,1981,1980,1,25,Humboldt County,Alderpoint,40.1767264,-123.6102663
177826,2/27/15,6.79,5.57,KC,0,0,0,MVZ,1981,1980,3,1,Marin County,"2800 Block, Sir Francis Drake Blvd., Fairfax",38.0111745,-122.6156175
158903,11/21/14,4.98,5.11,ZS,0,0,0,MVZ,1981,1980,3,20,Monterey County,"Big Creek Reserve, South Access Rd.",36.05896,-121.589062
158428,3/11/15,4.28,3.47,MC,0,0,0,MVZ,1981,1980,10,8,San Francisco County,Southeast Farallon Island,37.698188,-123.002005
158426,3/11/15,5.11,4.63,MC,0,0,0,MVZ,1981,1980,10,8,San Francisco County,Southeast Farallon Island,37.698188,-123.002005
158419,3/11/15,6.01,5.41,"MC, foot growing back",0,0,0,MVZ,1981,1980,10,8,San Francisco County,Southeast Farallon Island,37.698188,-123.002005
158403,3/18/15,2.27,1.78,MC,0,0,0,MVZ,1981,1980,11,14,Calaveras County,"0.5 mi SE (by air) Avery, E side Hunter Reservoir",38.1999081,-120.3571376
178618,11/21/14,5.82,5.06,,0,0,0,MVZ,1981,1980,11,15,Monterey County,Hastings Natural History Reservation,36.37851365,-121.5568207
176582,3/18/15,5.32,5.09,"MC, leg broken off",0,0,0,MVZ,1981,1980,11,16,Alameda County,Berkeley,37.8697904,-122.2715302
176580,3/18/15,5.53,4.56,MC,0,0,0,MVZ,1981,1980,11,16,Alameda County,Berkeley,37.8697904,-122.2715302
176584,3/18/15,5.64,4.8,"ZS, leg broken, bone showing",0,0,0,MVZ,1981,1980,11,16,Alameda County,Berkeley,37.8697904,-122.2715302
176579,3/18/15,5.7,4.89,"ZS, leg broken, bone showing",0,0,0,MVZ,1981,1980,11,16,Alameda County,Berkeley,37.8697904,-122.2715302
176581,3/18/15,6,5.27,"MC, leg broken off",0,0,0,MVZ,1981,1980,11,16,Alameda County,Berkeley,37.8697904,-122.2715302
176583,3/18/15,5.9,5.29,ZS subs for 175087,0,0,0,,1981,1980,11,18,Alameda Co.,,37.8697904,-122.2715302
158439,2/13/15,8.47,6.58,KC Skin sloughing off,1.696,0.43,1,MVZ,1981,1980,12,4,Mendocino County,"Philo, in Pasture adjacent to Philo Methodist Church",39.0654815,-123.4390609
158438,2/13/15,8.65,7.05,KC eggs ,0,0,0,MVZ,1981,1980,12,4,Mendocino County,"Philo, in Pasture adjacent to Philo Methodist Church",39.0654815,-123.4390609
158441,2/18/15,8.65,6.23,KC,0,0,0,MVZ,1981,1980,12,4,Mendocino County,"Philo, in Pasture adjacent to Philo Methodist Church",39.0654815,-123.4390609
154650,5/28/15,5.98,5.14,,5.968,0.84,1,CAS,1981,1980,12,15,Marin Co.,Belvedere,37.87277778,-122.4633333
186894,5/28/15,5.88,#VALUE!,,0,0,0,CAS,1982,1980,2,4,Santa Clara Co.,"Evergreen, 5105 San Felipe Rd",37.29528333,-121.76835
178602,3/31/15,7.38,6.9,"MC, has eggs",0,0,0,MVZ,1982,1980,3,11,Lake County,"Squaw Valley Creek, 6 mi S and 0.5 mi E Hull Mt.",39.4385344,-122.9267855
178479,5/27/15,8.17,6.36,,0,0,0,CAS,1982,1980,3,,Solano Co.,"near Pena Adobe, SW of Vacaville",38.33777222,-122.0146389
178601,4/1/15,4.37,3.91,ZS,0,0,0,MVZ,1982,1980,4,11,Humboldt County,"12.2 mi NE (by road) Honeydew Bridge, between Weott and Honeydew",40.3255839,-124.051716
178600,4/1/15,8.45,7.1,ZS tail broken,0,0,0,MVZ,1982,1980,4,11,Humboldt County,"near Petrolia, 12.0 mi NW (by road) Honeydew",40.3038468,-124.2551444
178475,5/27/15,8.22,7.32,,0,0,0,CAS,1982,1980,4,20,San Mateo Co.,"NW San Bruno Mtn, jct Guadalupe Canyon Rd and Radio Rd",37.69458332,-122.43655
181188,2/9/15,6.57,5.92,MC,0,0,0,MVZ,1982,1980,10,31,Sonoma County,Skaggs Springs,38.693173,-123.0231369
177881,3/18/15,6.1,5.8,MC,0,0,0,MVZ,1982,1980,12,10,Calaveras County,ca. 1 mi W (by air) Avery,38.2078291,-120.3902568
177877,3/4/15,4.28,3.68,MC,0,0,0,MVZ,1982,1980,12,12,Tuolumne County,"Alder Spring vicinity, ca. 2 mi E (by air) Tuolumne",37.958097,-120.152258
177878,3/4/15,2.15,1.93,MC,0,0,0,MVZ,1982,1980,12,12,Tuolumne County,"Alder Spring vicinity, ca. 2 mi E (by air) Tuolumne",37.958097,-120.152258
181421,3/18/15,7.89,6.72,"MC, has ~12 eggs",0,0,0,MVZ,1983,1980,2,20,Calaveras County,ca. 1 mi W (by air) Avery,38.2063873,-120.3852525
227680,3/31/15,6.69,5.48,MC,0.3928,0.14,1,MVZ,1983,1980,3,11,Amador County,0.3 mi NE of Pine Grove on road to Volcano at Grass Valley Creek,38.414308,-120.642136
181452,3/31/15,4.46,3.74,MC,0,0,0,MVZ,1983,1980,3,12,Amador County,Volcano,38.442567,-120.630131
181451,3/31/15,7,5.68,MC,0,0,0,MVZ,1983,1980,3,12,Amador County,Volcano,38.442567,-120.630131
190952,7/7/15,7.36,6.85,"MC, has eggs",52.32,1.73,1,MVZ,1983,1980,3,12,Los Angeles County,"Altadena, San Gabriel Mts., Arroyo Seco",34.2,-118.16
181929,3/18/15,4.43,3.97,"MC, subs for 181450",0,0,0,,1983,1980,3,13,Calaveras County,,38.2100493,-120.3841675
181426,3/18/15,2.92,2.18,MC,9.36,1.02,1,MVZ,1983,1980,3,20,San Diego County,"Ramona Forest Station, lower slopes Woodson Mt., ca. 6.7 mi SW (by road) Ramona",33,-116.95
181423,3/18/15,4.09,3.37,ZS extra toe/limb projection,0,0,0,MVZ,1983,1980,3,20,San Diego County,3.4 mi E Ramona on Hwy. 78,33.05,-116.81
181425,3/18/15,4.81,3.97,ZS,0.6192,0.21,1,MVZ,1983,1980,3,20,San Diego County,"Ramona Forest Station, lower slopes Woodson Mt., ca. 6.7 mi SW (by road) Ramona",33,-116.95
181424,3/18/15,5.4,4.45,MC,7.296,0.92,1,MVZ,1983,1980,3,20,San Diego County,"Ramona Forest Station, lower slopes Woodson Mt., ca. 6.7 mi SW (by road) Ramona",33,-116.95
181358,3/18/15,6.06,5.69,MC,6.552,0.88,1,MVZ,1983,1980,3,20,San Diego County,Mt. Woodson,33,-116.97
181422,3/18/15,7.39,6.5,"MC, eggs",0,0,0,MVZ,1983,1980,3,20,San Diego County,3.4 mi E Ramona on Hwy. 78,33.05,-116.81
213101,3/11/15,6.81,5.96,"ZS, has eggs",0,0,0,MVZ,1983,1980,4,1,San Benito County,vicinity of Pinnacles National Monument,36.4870962,-121.2136366
181435,3/18/15,7.48,6.51,"MC, has eggs",0,0,0,MVZ,1983,1980,4,11,Calaveras County,ca. 1 mi WNW (by air) Avery,38.2119522,-120.3848843
227111,3/18/15,5.93,3.87,"MC, tail broken",0,0,0,MVZ,1983,1980,10,1,Calaveras County,2.5 mi NE of Mokelumne Hill on Hwy. 26,38.3086818,-120.6666153
186860,5/28/15,8.04,7.01,,3.568,0.66,1,CAS,1983,1980,12,30,San Benito Co.,"Pinnacles National Monument, Chaparral Camp",36.49268333,-121.2095
186890,5/28/15,2.02,1.47,,0,0,0,CAS,1984,1980,2,7,Santa Clara Co.,"San Jose, 278 South 10th St",37.33665,-121.8777333
186891,5/28/15,2.46,1.93,,0,0,0,CAS,1984,1980,2,7,Santa Clara Co.,"San Jose, 278 South 10th St",37.33665,-121.8777333
186893,5/29/15,7.13,6.69,,0,0,0,CAS,1984,1980,3,1,Santa Clara Co.,"San Jose, 559 North San Pedro St",37.34505,-121.90035
214425,7/7/15,8.51,7.67,MC,0,0,0,MVZ,1985,1980,3,28,Los Angeles County,"Coldbrook Campground, San Gabriel Mts.",34.2924211,-117.8380711
186896,5/28/15,2.44,1.71,,0,0,0,CAS,1987,1980,1,19,Santa Clara Co.,"S San Jose, E of Cottonwood Lake, Silver Creek Hills",37.28113889,-121.7913028
205451,3/11/15,1.92,1.5,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Hot Springs Canyon, 2 km N of Ortega Hwy. at Lazy W Camp",33.6,-117.5
205449,3/11/15,2,0.7,"MC, tail broken",0,0,0,MVZ,1987,1980,2,12,Orange County,"Hot Springs Canyon, 2 km N of Ortega Hwy. at Lazy W Camp",33.6,-117.5
205450,3/11/15,2.01,1.41,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Hot Springs Canyon, 2 km N of Ortega Hwy. at Lazy W Camp",33.6,-117.5
205457,3/11/15,2.48,2.2,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Holy Jim Canyon, 0.3 mi N Trabuco Canyon Rd., in Woodpile in Front of Cabin 14",33.68,-117.51
205458,3/11/15,2.59,2.04,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Holy Jim Canyon, 0.3 mi N Trabuco Canyon Rd., in Woodpile in Front of Cabin 14",33.68,-117.51
205456,3/11/15,4.26,3.62,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Holy Jim Canyon, 0.3 mi N Trabuco Canyon Rd., in Woodpile in Front of Cabin 14",33.68,-117.51
205455,3/11/15,4.87,4.34,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Holy Jim Canyon, 0.3 mi N Trabuco Canyon Rd., in Woodpile in Front of Cabin 14",33.68,-117.51
205452,3/11/15,5.58,5.29,MC,0,0,0,MVZ,1987,1980,2,12,Orange County,"Hot Springs Canyon, 2 km N of Ortega Hwy. at Lazy W Camp",33.6,-117.5
205453,3/11/15,8.08,7.93,"MC, has eggs",0,0,0,MVZ,1987,1980,2,12,Orange County,"Holy Jim Canyon, 0.3 mi N Trabuco Canyon Rd., in Woodpile in Front of Cabin 14",33.68,-117.51
205459,3/18/15,8.35,6.61,ZS has eggs,0,0,0,MVZ,1987,1980,2,16,San Diego County,"between Lawson Creek and U.S. Forest Service border above Sweetwater River, ca. 5 mi SE Dehesa Road on Sloan Canyon road",32.77,-116.79
205630,3/11/15,5.04,4.43,MC,0,0,0,MVZ,1987,1980,2,28,Santa Barbara County,"0.4 mi N (by air) junction of Hwy. 1 and Burton Mesa Blvd., Burton Mesa SE of Vandenburg Village",34.7425763,-120.5745345
205629,3/11/15,6.36,5.54,MC,0,0,0,MVZ,1987,1980,2,28,Santa Barbara County,"0.4 mi N (by air) junction of Hwy. 1 and Burton Mesa Blvd., Burton Mesa SE of Vandenburg Village",34.7425763,-120.5745345
205626,3/11/15,6.15,5.74,MC,0,0,0,MVZ,1987,1980,3,5,Santa Barbara County,"Aliso Canyon Rd., 6.1 mi NE junction Hwy. 101 [Ne of Los Alamos]",34.8207573,-120.3523794
205627,3/11/15,6.27,4.83,MC,0,0,0,MVZ,1987,1980,3,5,Santa Barbara County,"S slope Santa Ynez Mts., Refugio Canyon Rd., 2.3 mi N junction Hwy. 101",34.5319429,-120.0604784
205448,3/11/15,2.87,2.25,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205447,3/11/15,5.22,4.13,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205446,3/11/15,5.28,4,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205442,3/11/15,6.72,6.13,"MC, eggs",0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205441,3/11/15,6.9,5.97,MC,0.172,0.07,1,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205443,3/11/15,7,5.92,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205445,3/11/15,7.16,7.09,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
205444,3/11/15,7.94,7.26,MC,0,0,0,MVZ,1987,1980,3,7,Orange County,1.25-1.5 km S Sand Canyon Reservoir at junction of Shady Canyon and 2 unnamed canyons,33.63063,-117.79542
206249,7/7/15,2.85,1.98,MC,0,0,0,MVZ,1987,1980,3,28,Los Angeles County,"along Soldier Creek, N of Hwy. 39, 0.15 mi E Falling Springs Resort",34.302947,-117.836592
186901,5/27/15,6.12,5.46,,0,0,0,CAS,1987,1980,4,2,Santa Clara Co.,2 mi SE of Saratoga Gap,37.23460278,-122.1031194
207641,3/18/15,6.34,5.66,MC,0,0,0,MVZ,1987,1980,4,6,Calaveras County,3.3 mi E (by air) Independence,38.3518343,-120.4586056
207611,3/11/15,5.11,4.55,MC,0,0,0,MVZ,1987,1980,10,27,Santa Barbara County,"Clark Ave., 1.7 mi E junction Hwy. 101, 3.7 mi E Orcutt",34.8655334,-120.3627715
207612,3/11/15,6.02,5.19,MC,0,0,0,MVZ,1987,1980,10,27,Santa Barbara County,"Clark Ave., 1.5 mi E junction Hwy. 101, 3.5 mi E Orcutt",34.8656371,-120.3666518
207610,3/11/15,6.49,5.83,MC,0,0,0,MVZ,1987,1980,10,27,Santa Barbara County,"Clark Ave., 1.1 mi E junction Hwy. 101, 3.1 mi E Orcutt",34.8657407,-120.3737865
207609,3/11/15,6.09,4.77,MC,0,0,0,MVZ,1987,1980,10,31,Santa Barbara County,"Rancho San Julian, Hwy. 1, 5.6 mi NW junction Hwy. 101 at Las Cruces",34.5067547,-120.2302431
208357,3/18/15,2.32,1.87,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208355,3/18/15,3.35,2.84,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208350,3/18/15,3.59,2.91,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208356,3/18/15,3.65,2.58,KC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208354,3/18/15,3.69,3.29,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208349,3/18/15,3.88,3.14,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208353,3/18/15,3.9,2.87,KC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208351,3/18/15,4,2.96,KC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
208348,3/18/15,7.34,6.84,MC,0,0,0,MVZ,1987,1980,12,20,San Diego County,"0.5 mi E of intersection of Regents Rd. and Hwy. 52, San Clemente Canyon",32.84,-117.2
186863,5/28/15,4.79,4.15,,0,0,0,CAS,1988,1980,2,20,Monterey Co.,Los Padres Dam,36.38583333,-121.6672222
169495,5/27/15,8.03,7.62,,0,0,0,CAS,1988,1980,2,,San Francisco Co.,"San Francisco, Bernal Heights",37.74305556,-122.4147222
186864,5/28/15,6.77,3.96,tail growing,0,0,0,CAS,1988,1980,3,5,San Benito Co.,"La Gloria Rd, 4.9 mi W of Hwy 25",36.55215003,-121.2612333
186866,5/28/15,8.07,7.13,,0,0,0,CAS,1988,1980,3,5,San Benito Co.,"La Gloria Rd, 1.5 mi W of Hwy 25",36.56589998,-121.2067667
208360,2/9/15,6.08,6.44,MC,0,0,0,MVZ,1988,1980,3,13,Sonoma County,"Buddhist Monastery, Tin Barn Rd.",38.6104372,-123.2801315
186867,5/28/15,6.46,5.48,,0,0,0,CAS,1988,1980,3,13,San Luis Obispo Co.,"12 mi W of Paso Robles, Klau, Buena Vista Mine",35.61936389,-120.8951
186868,5/27/15,7.77,7.37,,0,0,0,CAS,1988,1980,3,26,Madera Co.,central E shore of Bass Lake,37.31466665,-119.5433333
232809,11/21/14,5.96,5.06,,0,0,0,MVZ,1988,1980,4,18,Monterey County,"Madrone Canyon, Hastings Natural History Reservation, Monterey County, CA",36.4083608,-121.5201552
186869,5/29/15,7.54,6.8,,0,0,0,CAS,1988,1980,7,9,Tuolumne Co.,"Cherry Lake Rd, just S of Cherry Reservoir",37.97203611,-119.9195694
211866,11/21/14,7.8,6.8,SL,0,0,0,MVZ,1988,1980,7,12,Monterey County,"Madrone Canyon, Hastings Natural History Reservation",36.4083608,-121.5201552
222529,11/21/14,7.79,7.26,,0,0,0,MVZ,1989,1980,1,1,Monterey County,"Olmstead Ranch, near Toro Regional Park, 2 mi S Furthest Picnic Grounds of Toro Regional Park",36.578643,-121.665928
222530,11/21/14,8.11,7.97,SL,0,0,0,MVZ,1989,1980,1,1,Monterey County,"Olmstead Ranch, near Toro Regional Park, 2 mi S Furthest Picnic Grounds of Toro Regional Park",36.578643,-121.665928
232815,2/9/15,1.98,1.3,MC,0,0,0,MVZ,1989,1980,1,6,Sonoma County,"Montgomery Dr. 100 yds. West of Summerfield road, north side of the road, Santa Rosa, Sonoma County: California",38.45518,-122.6742
232818,2/9/15,3.38,2.73,MC,0,0,0,MVZ,1989,1980,1,6,Sonoma County,"0.2 miles E. intersection of Wood Valley Rd. on Lovell Valley Rd., Sonoma County, CA",38.29798,-122.41339
232814,2/9/15,7.6,7.24,"MC, has eggs",0,0,0,MVZ,1989,1980,1,6,Sonoma County,"Montgomery Dr. 100 yds. West of Summerfield road, north side of the road, Santa Rosa, Sonoma County: California",38.45518,-122.6742
217478,2/18/15,2.4,1.85,MC,0,0,0,MVZ,1989,1980,1,28,San Benito County,"Old Stage Coach Rd., 0.75 mi N end of Paved Road",36.818002,-121.5368998
217473,1/23/15,4.78,3.6,,0,0,0,MVZ,1989,1980,1,28,Monterey County,"San Juan Grade Rd., 20 yards W 9.0 Mile Marker",36.7928673,-121.5840735
217477,11/21/14,6.64,5.58,,0,0,0,MVZ,1989,1980,1,28,Monterey County,"Reeve's Ranch, 200 yards Further from Tholke's Residence Than Tj 10",,
217476,11/21/14,7.02,6.07,,0,0,0,MVZ,1989,1980,1,28,Monterey County,"Reeve's Ranch, 0.5 mi from Tholke's Residence",,
222531,3/11/15,4.84,3.95,ZS,0,0,0,MVZ,1989,1980,2,4,San Benito County,"Rocks Rd., 0.1 mi E Hwy. 101",36.8572383,-121.5958815
222535,3/11/15,6.31,5.59,MC,0,0,0,MVZ,1989,1980,2,5,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101 on Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
222536,3/11/15,6.98,6.37,MC,0,0,0,MVZ,1989,1980,2,5,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101 on Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
186870,5/27/15,7.43,7.15,,0,0,0,CAS,1989,1980,2,11,Mariposa Co.,2.7 mi E of Briceburg,37.6318833,-119.9366833
186908,5/28/15,7.09,6.67,,0,0,0,CAS,1989,1980,2,12,Santa Clara Co.,NE shore of Chesbro Reservoir,37.12469722,-121.7025639
214419,2/9/15,1.75,1.37,SL,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214420,2/9/15,1.98,1.69,SL,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214417,11/21/14,2.1,1.21,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214418,11/21/14,2.22,1.56,SL,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214415,1/23/15,3.1,2.45,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214414,11/21/14,4.28,3.41,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214413,11/21/14,5.11,3.87,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214424,3/11/15,5.66,5.14,MC,0,0,0,MVZ,1989,1980,2,14,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101, Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
214411,11/21/14,6.43,6.48,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214423,3/11/15,7.1,5.98,"MC, eggs",0,0,0,MVZ,1989,1980,2,14,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101, Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
214422,3/11/15,7.18,6.88,MC,0,0,0,MVZ,1989,1980,2,14,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101, Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
214410,11/21/14,7.5,6.27,,0,0,0,MVZ,1989,1980,2,14,Monterey County,"Toro Regional Park, 2 mi S of Farthest Picnic Ground, Past First Cement Water Trough on Olmstead Ranch",36.583055,-121.666779
214421,3/11/15,7.78,7.31,MC,0,0,0,MVZ,1989,1980,2,14,Santa Barbara County,"head of Canada de Las Flores, W of Hwy. 101, Rancho de Las Flores, 7.2 mi NW (by air) Los Alamos",34.8239007,-120.387048
222537,2/9/15,8.72,8.52,"MC, has dark spot on foot",0,0,0,MVZ,1989,1980,2,26,Sonoma County,"854 Lynn Rose Court, Santa Rosa",38.4362303,-122.69337
232819,2/9/15,4.54,3.89,"MC, has spots ",0,0,0,MVZ,1989,1980,3,1,Sonoma County,"854 Lyn Rose Ct., Santa Rosa, CA Sonoma County, CA",38.4364,-122.69481
186873,5/28/15,7.51,6.19,,0,0,0,CAS,1989,1980,3,9,Santa Cruz Co.,"E Santa Cruz, 1.5 mi up Paul Sweet Rd",37.00610833,-121.9820028
173592,5/27/15,7.32,6.72,,0,0,0,CAS,1989,1980,3,13,Santa Cruz Co.,"China Grade Rd, 3.6 mi N of Hwy 268",37.22753611,-122.23295
186911,5/27/15,7.27,6.65,,0,0,0,CAS,1989,1980,3,15,Santa Clara Co.,"San Jose, 1.5 mi SE of Hellyer Ave at Hwy 101, Silver Creek Hills",37.26640833,-121.7890083
232813,3/6/15,5.3,3.9,KC,0,0,0,MVZ,1989,1980,3,23,San Luis Obispo County,"Hwy. 58, 1 mi, NE junction of Pack Hill Road near Santa Margarita, San Luis Obispo Co., CA",35.42075,-120.55001
232811,3/6/15,6.57,5.33,KC has eggs ,0,0,0,MVZ,1989,1980,3,23,San Luis Obispo County,"Hwy. 58, 1 mi, NE junction of Pack Hill Road near Santa Margarita, San Luis Obispo Co., CA",35.42075,-120.55001
232812,3/6/15,6.95,5.57,KC,0,0,0,MVZ,1989,1980,3,23,San Luis Obispo County,"Hwy. 58, 1 mi, NE junction of Pack Hill Road near Santa Margarita, San Luis Obispo Co., CA",35.42075,-120.55001
232810,3/6/15,8.61,5.67,KC,0,0,0,MVZ,1989,1980,3,23,San Luis Obispo County,"Hwy. 58, 1 mi, NE junction of Pack Hill Road near Santa Margarita, San Luis Obispo Co., CA",35.42075,-120.55001
186912,5/29/15,6.64,5.72,,0,0,0,CAS,1989,1980,4,10,Santa Clara Co.,"1.5 air mi SW of Evergreen, Silver Creek Hills",37.29432778,-121.8017583
222538,2/9/15,4.56,4.12,MC,0,0,0,MVZ,1990,1990,1,1,Sonoma County,"854 Lynn Rose Court, Santa Rosa",38.4362303,-122.69337
222534,3/4/15,6.23,6.05,MC,0,0,0,MVZ,1990,1990,2,1,San Mateo County,"Springs Rd. at Cunningham Way, 0.7 mi W El Camino Real, San Bruno",37.614159,-122.419083
