catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
81830,6/18/14,2.8,3.84,,0,0,0.000000000,0,4/30/67,1960,1967,4,30,"Partington Creek Canyon, Julia Pfeiffer Burns State Park",36.176927,-121.692355
81831,6/16/14,2.52,0.41,gr,0,0,0.000000000,0,4/30/67,1960,1967,4,30,"Partington Creek Canyon, Julia Pfeiffer Burns State Park",36.176927,-121.692355
125273,9/5/14,3.32,2.18,"losing skin, swabbed lightly. Lost tail",0,0,0.000000000,0,7/10/69,1960,1969,7,10,"Palo Colorado Canyon, ca. 0.8 mi S Monterey",36.399192,-121.90345
125262,10/10/14,2.04,1.63,,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Little Sur River, ca. 5 mi from mouth, 12 mi S Monterey",36.340381,-121.802526
125263,10/3/14,2,1.7,,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"small creek draining into Little Sur River, ca. 4 mi NE Big Sur",36.31236,-121.75497
125264,10/17/14,2.81,4.19,,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Little Sur River, ca. 12 S Monterey",36.334112,-121.890611
125266,10/17/14,1.87,0.6,,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Rocky Creek, ca. 10 mi S Monterey",36.238476,-121.490859
125267,10/10/14,2.88,1.34,gr,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Rocky Creek, ca. 10 mi S Monterey",36.238476,-121.490859
125268,10/3/14,2.84,3,gr,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Rocky Creek, ca. 10 mi S Monterey",36.238476,-121.490859
125269,10/17/14,3.38,5.28,,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"Rocky Creek, ca. 10 mi S Monterey",36.238476,-121.490859
125300,9/5/14,1.97,0.57,lost tail,0,0,0.000000000,0,7/11/69,1960,1969,7,11,"small creek draining into Little Sur River, ca. 4 mi NE Big Sur",36.312363,-121.754969
86937,6/12/14,2.78,2.77,,0,0,0.000000000,0,11/30/69,1960,1969,11,30,"0.375 mi up W Fork Limekiln Creek, 2 mi S Lucia on California Rte. 1",36.008886,-121.517417
86938,6/18/14,2.74,2.8,,0,0,0.000000000,0,11/30/69,1960,1969,11,30,"0.375 mi up W Fork Limekiln Creek, 2 mi S Lucia on California Rte. 1",36.008886,-121.517417
86939,6/18/14,2.64,3.51,,0,0,0.000000000,0,11/30/69,1960,1969,11,30,"0.375 mi up W Fork Limekiln Creek, 2 mi S Lucia on California Rte. 1",36.008886,-121.517417
86940,6/18/14,2.7,3.6,,0,0,0.000000000,0,11/30/69,1960,1969,11,30,"0.375 mi up W Fork Limekiln Creek, 2 mi S Lucia on California Rte. 1",36.008886,-121.517417
88592,6/18/14,3.51,4.8,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88593,6/12/14,3.47,5.41,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88594,6/16/14,3.35,5.69,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88595,6/16/14,3.92,6.18,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88597,6/16/14,3.39,5.76,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88598,6/25/14,3.48,5.16,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88599,6/16/14,3.93,5.22,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88600,6/12/14,3.65,5.9,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88601,6/18/14,3.57,5.96,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88602,6/12/14,3.38,4.38,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88603,6/16/14,3.66,5.29,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88604,6/18/14,3.87,5.16,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88605,6/25/14,3.48,5.55,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88606,6/12/14,3.84,5.93,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88607,6/16/14,3.86,5.58,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88608,6/16/14,4.1,5.26,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88609,6/25/14,3.25,4.51,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88610,6/16/14,3.69,5.74,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88611,6/12/14,3.58,5.63,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88612,6/25/14,3.29,3.21,BR,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88613,6/12/14,3.28,4.28,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88615,6/16/14,3.8,5.34,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88617,6/18/14,3.33,5.18,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88618,6/25/14,3.51,3.54,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88619,6/12/14,3.31,3.83,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88620,6/25/14,2.75,3.72,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88621,6/12/14,3,4.03,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 1.6 mi SE (by road) Nacimiento Guard Station",36.013691,-121.420948
88622,6/12/14,2.92,3.48,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88623,6/16/14,3.31,4.95,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88624,6/18/14,4.35,8.06,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88625,6/12/14,3.45,6.1,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88626,6/12/14,4.02,6.55,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88627,6/16/14,4.48,6.62,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88628,6/12/14,3.91,6.73,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88629,6/18/14,4.05,6.61,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88630,6/25/14,3.82,6.19,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88631,6/12/14,4.02,4.95,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88632,6/12/14,3.5,6.73,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88633,6/18/14,4.24,6.45,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88634,6/16/14,3.68,6.61,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88635,6/16/14,3.54,6.14,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88636,6/18/14,3.75,6.13,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88637,6/12/14,4.43,6.95,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88638,6/16/14,3.59,6.65,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88639,6/25/14,3.43,5.99,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88640,6/16/14,3.67,4.18,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88641,6/16/14,3.43,5.78,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88642,6/18/14,4.06,5.28,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88643,6/12/14,3.49,5.75,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88644,6/18/14,3.8,6.4,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88645,6/16/14,3.34,5.53,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88646,6/25/14,3.78,2.93,gr,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88647,6/12/14,3.39,5.68,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88648,6/18/14,3.87,4.31,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88649,6/18/14,3.14,4.93,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88650,6/25/14,3.76,4.88,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88651,6/16/14,3.29,3.79,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,1.5 mi N (by road) Big Sur along Hwy. 1,36.280775,-121.830563
88784,6/18/14,4.31,7.1,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Nacimiento Rd. at Ponderosa Campground,35.998515,-121.382063
88785,6/12/14,3.65,5.25,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88786,6/12/14,3.44,5.14,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88788,6/16/14,3.09,4.88,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88789,6/12/14,3,5.2,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88790,6/18/14,3.09,4.74,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88791,6/18/14,3.48,5.28,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88792,6/12/14,2.77,3.98,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88793,6/12/14,3.06,0.48 (au),,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Hwy. 1 at Kirk Creek,35.98915,-121.49319
88806,6/12/14,2.42,2.4,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Nacimiento-Fergusson Rd. at Nacimiento Campground,35.998376,-121.381936
88807,6/18/14,3.37,0.78,br,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Nacimiento-Fergusson Rd. at Nacimiento Campground,35.998376,-121.381936
88808,6/16/14,3.92,5.22,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,Nacimiento-Fergusson Rd. at Nacimiento Campground,35.998376,-121.381936
88809,6/12/14,3.41,4.35,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88810,6/16/14,2.53,1.51,gr,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88811,6/12/14,3.24,4.85,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88812,6/16/14,3.38,4.79,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88813,6/16/14,2.87,3.1,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88814,6/18/14,2.87,2.69,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., ca. 2 mi W (by road) Nacimiento summit",36.010531,-121.45512
88816,6/25/14,3.17,4.33,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88817,6/18/14,3.05,4.88,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88818,6/16/14,3.29,4.64,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88819,6/18/14,3.22,4.71,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88820,6/18/14,3.13,4.32,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88821,6/18/14,2.4,2.69,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Nacimiento-Fergusson Rd., 2.2 mi W (by road) Nacimiento summit",36.00991,-121.456051
88822,6/18/14,4.01,6.89,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, ca. 1.5 mi NW Big Sur",36.280844,-121.830733
88823,6/18/14,3.89,6.08,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, ca. 1.5 mi NW Big Sur",36.280844,-121.830733
88824,6/16/14,3.98,6.62,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, ca. 1.5 mi NW Big Sur",36.280844,-121.830733
88825,6/12/14,3.81,5.11,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, ca. 1.5 mi NW Big Sur",36.280844,-121.830733
88990,6/18/14,3.37,4.78,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88992,6/16/14,3.7,5.23,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88993,6/25/14,3.3,5.35,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88994,6/16/14,3.45,5.45,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88995,6/18/14,3.23,5.11,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88996,6/12/14,3.4,5.28,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88997,6/12/14,3.64,5.73,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88998,6/12/14,3.59,5.63,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
88999,6/18/14,3.22,5.14,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89001,6/25/14,3,4.29,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89002,6/12/14,3.47,5.12,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89003,6/16/14,3.38,4.95,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89004,6/16/14,4,7.37,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89005,6/16/14,2.8,3.69,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89006,6/25/14,3.35,4.87,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89007,6/18/14,3.58,5.24,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89008,6/18/14,3.68,5.25,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89009,6/25/14,3.42,5.54,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89010,6/16/14,3.99,7.32,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89012,6/12/14,3.48,4.83,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89013,11/21/14,3.38,5.25,in jar 3,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89014,6/25/14,3.14,4.87,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89016,6/18/14,2.86,2.32,gr,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89018,6/16/14,4.07,4.72,gr,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89019,6/12/14,3.5,5.07,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89020,6/18/14,3.27,5.04,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89021,6/12/14,3.67,7.07,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89022,6/25/14,3.89,6.36,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89024,6/25/14,3.15,4.16,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89025,6/25/14,3.74,4.9,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89026,6/18/14,3.77,5.82,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89027,6/16/14,35.7,4.8,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89028,6/12/14,3.88,6,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89029,6/18/14,3.92,6.01,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89030,6/16/14,3.82,5.25,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89031,6/25/14,3.78,4.86,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89032,6/16/14,3.61,5.67,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89033,6/16/14,3.57,5.63,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89034,6/12/14,3.24,3.49,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89036,6/12/14,3.23,4.5,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89037,6/16/14,3.51,6.31,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89038,6/16/14,3.98,4.58,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89039,6/16/14,2.24,3.78,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
89040,6/25/14,2.24,2.54,,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N Big Sur",36.276013,-121.823599
200403,4/10/15,3.77,4.7,DA,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200404,4/10/15,3.07,4.94,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200405,4/10/15,3.51,4.82,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200406,4/10/15,3.02,4.9,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200407,4/10/15,2.99,4.66,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200408,4/10/15,3.69,4.92,DA Skin sloughing,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200410,4/10/15,2.78,1.12,JE no tail,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200411,4/24/15,2.98,3.81,DA skin sloughing,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200412,4/10/15,3.2,4.57,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200413,4/10/15,2.44,3.46,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200414,4/10/15,3.412,4.84,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200415,4/10/15,4.07,7.09,DA,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200416,4/10/15,3.26,5.11,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200417,4/10/15,3.4,5.36,JE,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
200418,4/24/15,3.15,3.87,DA,0,0,0.000000000,0,2/7/70,1970,1970,2,7,"Hwy. 1, 1 mi N of Big Sur",36.27601,-121.8236
88698,6/25/14,2.62,3.48,,0,0,0.000000000,0,2/8/70,1970,1970,2,8,"Don Dahvee Park, Monterey",36.5902778,-121.8925
88826,6/12/14,3.69,5.66,,0,0,0.000000000,0,2/8/70,1970,1970,2,8,Hastings Natural History Reservation,36.37851365,-121.5568207
88828,6/16/14,4.19,6.25,,0,0,0.000000000,0,2/8/70,1970,1970,2,8,Hastings Natural History Reservation,36.37851365,-121.5568207
88829,6/16/14,3.39,4.28,,0,0,0.000000000,0,2/8/70,1970,1970,2,8,Hastings Natural History Reservation,36.37851365,-121.5568207
88830,6/25/14,3.5,5.09,,0,0,0.000000000,0,2/8/70,1970,1970,2,8,Hastings Natural History Reservation,36.37851365,-121.5568207
